class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
A,0.2680220901966095,0.6685454249382019,0.18630783259868622,0.6076415181159973,0.13826404511928558,0.49979156255722046,0.129839688539505,0.4190441370010376,0.13755854964256287,0.35634875297546387,0.1940295696258545,0.44153305888175964,0.20429696142673492,0.3801364302635193,0.21382774412631989,0.4449056088924408,0.21035145223140717,0.509636640548706,0.2579396963119507,0.4551149904727936,0.2663516104221344,0.39565467834472656,0.26904207468032837,0.4768080413341522,0.2573556900024414,0.5494282245635986,0.31671908497810364,0.47622424364089966,0.3211353123188019,0.4331182539463043,0.3153115510940552,0.516595184803009,0.29753220081329346,0.5833538770675659,0.36800262331962585,0.5034649968147278,0.37035685777664185,0.4594908654689789,0.3613077700138092,0.5160073041915894,0.34737226366996765,0.5651336908340454
A,0.2898710370063782,0.7526581883430481,0.16835983097553253,0.6555754542350769,0.099845752120018,0.5013525485992432,0.09482881426811218,0.3741806149482727,0.12240099906921387,0.2702268362045288,0.21775129437446594,0.3790135979652405,0.18288664519786835,0.3067393898963928,0.16797120869159698,0.4146577715873718,0.16602829098701477,0.5078386068344116,0.301744282245636,0.397853821516037,0.2550415098667145,0.343628853559494,0.2384745180606842,0.4785202145576477,0.2334643453359604,0.5833110809326172,0.38099226355552673,0.43262720108032227,0.32221418619155884,0.39656615257263184,0.3024788498878479,0.5287984609603882,0.2958746552467346,0.6247988939285278,0.4579647481441498,0.48165854811668396,0.39372050762176514,0.45293617248535156,0.365902841091156,0.545229434967041,0.35749948024749756,0.6116558313369751
A,0.28568416833877563,0.762199342250824,0.16125649213790894,0.6668981313705444,0.09441539645195007,0.5121103525161743,0.09075112640857697,0.38401708006858826,0.11377547681331635,0.2791173458099365,0.2074660360813141,0.3911747634410858,0.17408350110054016,0.319082111120224,0.1609351933002472,0.42923861742019653,0.15909677743911743,0.5213732719421387,0.2919912040233612,0.40740934014320374,0.24386419355869293,0.3548107147216797,0.22934040427207947,0.48766833543777466,0.2274690419435501,0.589045524597168,0.3719719350337982,0.440363347530365,0.31369245052337646,0.4079676568508148,0.2967555820941925,0.5411360263824463,0.29214924573898315,0.6348488330841064,0.4494248628616333,0.488212913274765,0.386496901512146,0.46832457184791565,0.36036574840545654,0.5614279508590698,0.3527756631374359,0.6240347027778625
A,0.2798328697681427,0.7725542783737183,0.1521114706993103,0.6772923469543457,0.08035804331302643,0.5231828093528748,0.07746338844299316,0.39755943417549133,0.11042319238185883,0.2958742678165436,0.1989353597164154,0.4005575180053711,0.1661393940448761,0.3295278251171112,0.1525610238313675,0.43621543049812317,0.15140171349048615,0.5335269570350647,0.283775269985199,0.4180218279361725,0.23887047171592712,0.3664780259132385,0.2258487194776535,0.49930593371391296,0.2223876267671585,0.6050673723220825,0.36546653509140015,0.45165836811065674,0.3074953556060791,0.41618794202804565,0.2902028262615204,0.5446569323539734,0.2839305102825165,0.639900267124176,0.44523000717163086,0.5003307461738586,0.3812032639980316,0.4710005223751068,0.3551836609840393,0.561502993106842,0.34733814001083374,0.6284537315368652
A,0.2725376784801483,0.7774156332015991,0.1504756212234497,0.6864733695983887,0.08227811753749847,0.533539891242981,0.07563625276088715,0.40722888708114624,0.10187423229217529,0.30430227518081665,0.1911715567111969,0.4106127917766571,0.1627735197544098,0.3368070721626282,0.15327340364456177,0.4454270005226135,0.15147815644741058,0.5415770411491394,0.2769911289215088,0.42551589012145996,0.23090395331382751,0.3746325969696045,0.22110489010810852,0.5049070715904236,0.21863716840744019,0.6074226498603821,0.35802358388900757,0.45805618166923523,0.30288612842559814,0.42055973410606384,0.2891569137573242,0.5503914952278137,0.2824256122112274,0.6475974321365356,0.4356374740600586,0.5061507225036621,0.3763042092323303,0.4822041094303131,0.3498949706554413,0.5752891302108765,0.33748921751976013,0.6437674760818481
A,0.27727752923965454,0.7837443351745605,0.1462683379650116,0.6903051733970642,0.07246550917625427,0.5401818156242371,0.06614355742931366,0.4136781096458435,0.09152434766292572,0.3122592568397522,0.1819121390581131,0.4220633804798126,0.1542690247297287,0.34470701217651367,0.1472386121749878,0.4521733224391937,0.14728596806526184,0.5463525056838989,0.2684199810028076,0.43719351291656494,0.22654388844966888,0.3779633641242981,0.21767973899841309,0.5104243755340576,0.21681520342826843,0.613101601600647,0.3509638011455536,0.4687369465827942,0.2997407019138336,0.4262557625770569,0.28736260533332825,0.5593885183334351,0.28339600563049316,0.6548970937728882,0.43129146099090576,0.5153830051422119,0.3743591904640198,0.4862165153026581,0.34863606095314026,0.5792396664619446,0.339892715215683,0.6451458930969238
A,0.27871376276016235,0.7888180017471313,0.15002033114433289,0.6960771679878235,0.0754082053899765,0.5458177328109741,0.0656709372997284,0.4212418794631958,0.08887089788913727,0.3196786046028137,0.17710989713668823,0.4290795922279358,0.15422122180461884,0.3512920141220093,0.14964061975479126,0.45772382616996765,0.14949095249176025,0.5535672307014465,0.2629474401473999,0.44447028636932373,0.22667255997657776,0.3836180567741394,0.22117118537425995,0.5154245495796204,0.22077451646327972,0.6198132038116455,0.34684211015701294,0.4760102331638336,0.30207714438438416,0.42867061495780945,0.29034149646759033,0.5612821578979492,0.2846846878528595,0.6584325432777405,0.42907166481018066,0.5225063562393188,0.37897223234176636,0.485672265291214,0.35423314571380615,0.5777254700660706,0.3446914553642273,0.6451674103736877
A,0.27775683999061584,0.7874278426170349,0.1560143679380417,0.704094648361206,0.08244295418262482,0.5541385412216187,0.07089366018772125,0.42994824051856995,0.08803541958332062,0.32735103368759155,0.17725010216236115,0.4382780194282532,0.15267233550548553,0.3576199412345886,0.14795148372650146,0.4661144018173218,0.15099453926086426,0.5590463876724243,0.2634153962135315,0.453230619430542,0.22808897495269775,0.38423681259155273,0.21843482553958893,0.5112282037734985,0.22130322456359863,0.6125063300132751,0.34782010316848755,0.4848799705505371,0.30478376150131226,0.43617695569992065,0.2874249517917633,0.5667116641998291,0.2826739549636841,0.6609444618225098,0.43165820837020874,0.5290828943252563,0.38357865810394287,0.4908761978149414,0.3547821044921875,0.5824260711669922,0.34611546993255615,0.6493400931358337
A,0.2885625660419464,0.7929372191429138,0.16295048594474792,0.7114406824111938,0.08503210544586182,0.563717246055603,0.06944525241851807,0.4410620331764221,0.08939710259437561,0.3410152196884155,0.1799924075603485,0.44562017917633057,0.15901301801204681,0.3645775318145752,0.15474587678909302,0.4687581956386566,0.15609213709831238,0.5649133920669556,0.2659502327442169,0.459969162940979,0.23404574394226074,0.39737656712532043,0.22930747270584106,0.5253844857215881,0.22982051968574524,0.6290650367736816,0.3508285880088806,0.49125048518180847,0.31267786026000977,0.4437689185142517,0.30033624172210693,0.5743190050125122,0.29354456067085266,0.6714581251144409,0.43392178416252136,0.5366488099098206,0.3905303478240967,0.4988349676132202,0.3648850917816162,0.5902857780456543,0.3533962368965149,0.659579873085022
A,0.2928612232208252,0.8033536672592163,0.1660335212945938,0.7211697697639465,0.09063288569450378,0.570753276348114,0.08005589246749878,0.4466089904308319,0.0982302576303482,0.3467259705066681,0.18239548802375793,0.4629703164100647,0.16531461477279663,0.37319567799568176,0.16361550986766815,0.4784296751022339,0.1669510453939438,0.5730543732643127,0.2689903676509857,0.4762292802333832,0.2412707507610321,0.40508249402046204,0.23568826913833618,0.5322439074516296,0.2375989854335785,0.6342057585716248,0.3540098965167999,0.50593101978302,0.3190235197544098,0.45137396454811096,0.3064931035041809,0.5813165903091431,0.30175599455833435,0.6788884997367859,0.43913590908050537,0.5493009090423584,0.39824527502059937,0.5051648616790771,0.37360742688179016,0.5964816212654114,0.36336153745651245,0.6664939522743225
